4289.23,4148.21,,,,,
4293.85,4148.72,,,,,
4295.38,4156.41,,,,,
4296.41,4155.9,,,,,
4292.31,4151.28,,,,,
4284.1,4153.33,,,,,
4280.51,4151.79,,,,,
4278.46,4143.08,,,,,
4276.41,4139.49,,,,,
4276.92,4142.05,,,,,
4272.82,4143.08,,,,,
4259.49,4135.9,,,,,
4247.69,4124.62,,,,,
4251.79,4122.56,,,,,
4260.51,4127.69,,,,,
4255.9,4127.69,,,,,
4247.18,4122.56,,,,,
4249.23,4122.05,,,,,
4255.9,4124.1,,,,,
4257.44,4122.56,,,,,
4259.49,4123.59,,,,,
4263.08,4132.31,,,,,
4266.15,4140,,,,,
4264.1,4137.44,,,,,
4260,4132.31,,,,,
4257.44,4128.72,,,,,
4250.77,4125.13,,,,,
4245.13,4121.54,,,,,
4252.82,4122.56,,,,,
4265.13,4130.26,,,,,
4265.13,4130.77,,,,,
4259.49,4121.03,,,,,
4263.08,4121.54,,,,,
4268.21,4128.21,,,,,
4263.59,4124.1,,,,,
4254.36,4119.49,,,,,
4253.33,4121.03,,,,,
4253.33,4121.03,,,,,
4249.74,4118.46,,,,,
4252.82,4119.49,,,,,
4260,4124.62,,,,,
4258.46,4126.15,,,,,
4251.79,4121.54,,,,,
4249.23,4120.51,,,,,
4247.69,4123.08,,,,,
4249.74,4120.51,,,,,
4256.41,4118.46,,,,,
4262.56,4120.51,,,,,
4268.72,4123.59,,,,,
4267.69,4124.62,,,,,
4259.49,4120,,,,,
4254.36,4116.41,,,,,
4258.46,4118.97,,,,,
4268.21,4126.15,,,,,
4277.95,4134.36,,,,,
4281.03,4141.03,,,,,
4281.03,4144.1,,,,,
4276.41,4135.9,,,,,
4268.72,4122.56,,,,,
4266.15,4124.62,,,,,
4270.26,4134.36,,,,,
4268.72,4129.74,,,,,
4264.62,4121.54,,,,,
4265.64,4123.08,,,,,
4263.59,4122.05,,,,,
4261.03,4126.15,,,,,
4268.72,4136.92,,,,,
4278.97,4139.49,,,,,
4284.1,4137.95,,,,,
4283.08,4141.03,,,,,
4281.54,4136.41,,,,,
4282.05,4129.74,,,,,
4278.46,4133.33,,,,,
4269.23,4130.26,,,,,
4260,4121.54,,,,,
4253.85,4125.64,,,,,
4249.74,4130.26,,,,,
4245.64,4120,,,,,
4244.62,4118.97,,,,,
4251.28,4134.87,,,,,
4260,4140.51,,,,,
4262.56,4137.44,,,,,
4267.69,4138.46,,,,,
4277.44,4141.54,,,,,
4281.54,4140.51,,,,,
4278.46,4136.41,,,,,
4271.79,4134.36,,,,,
4271.28,4137.44,,,,,
4277.44,4142.05,,,,,
4279.49,4138.97,,,,,
4277.44,4135.38,,,,,
4274.36,4135.38,,,,,
4268.72,4136.92,,,,,
4267.18,4140.51,,,,,
4268.72,4142.05,,,,,
4262.56,4136.92,,,,,
4265.64,4131.79,,,,,
4283.08,4142.05,,,,,
4289.74,4151.79,,,,,
4281.03,4141.03,,,,,
4274.87,4131.79,,,,,
4278.97,4140,,,,,
4281.54,4143.08,,,,,
4277.95,4136.92,,,,,
4278.97,4137.44,,,,,
4276.92,4142.05,,,,,
4264.62,4136.92,,,,,
4260,4130.26,,,,,
4260,4127.69,,,,,
4250.26,4123.08,,,,,
4250.26,4124.62,,,,,
4261.54,4134.36,,,,,
4258.46,4131.28,,,,,
4245.13,4118.97,,,,,
4244.1,4120,,,,,
4253.33,4125.13,,,,,
4260.51,4120.51,,,,,
4262.56,4118.97,,,,,
4262.05,4122.56,,,,,
4263.59,4124.62,,,,,
4268.72,4123.59,,,,,
4272.31,4123.08,,,,,
4269.23,4121.54,,,,,
4261.03,4117.95,,,,,
4262.05,4121.03,,,,,
4265.64,4126.15,,,,,
4255.38,4117.95,,,,,
4245.13,4105.64,,,,,
4246.67,4110.77,,,,,
4250.26,4117.95,,,,,
4252.31,4116.92,,,,,
4261.03,4120.51,,,,,
4265.64,4118.46,,,,,
4256.92,4110.26,,,,,
4250.77,4114.36,,,,,
4249.74,4120,,,,,
4242.56,4110.26,,,,,
4232.31,4102.05,,,,,
4230.77,4104.62,,,,,
4230.77,4101.03,,,,,
4229.23,4102.05,,,,,
4235.9,4115.38,,,,,
4241.03,4116.92,,,,,
4235.38,4107.69,,,,,
4232.82,4106.15,,,,,
4235.9,4112.31,,,,,
4236.41,4110.77,,,,,
4231.79,4106.15,,,,,
4232.82,4109.74,,,,,
4240.51,4116.41,,,,,
4245.13,4120,,,,,
4250.77,4130.26,,,,,
4263.08,4150.26,,,,,
4267.18,4156.41,,,,,
4262.56,4149.23,,,,,
4261.03,4153.33,,,,,
4268.21,4156.92,,,,,
4277.44,4154.36,,,,,
4280.51,4160,,,,,
4282.05,4168.72,,,,,
4291.79,4174.87,,,,,
4297.44,4182.56,,,,,
4291.79,4185.64,,,,,
4294.36,4184.62,,,,,
4298.46,4182.05,,,,,
4294.36,4176.92,,,,,
4298.97,4178.97,,,,,
4309.74,4182.05,,,,,
4309.74,4174.87,,,,,
4308.21,4168.72,,,,,
4311.28,4168.21,,,,,
4308.72,4168.72,,,,,
4306.15,4165.13,,,,,
4304.1,4156.41,,,,,
4303.59,4151.79,,,,,
4308.21,4157.44,,,,,
4314.36,4158.97,,,,,
4310.77,4153.85,,,,,
4300.51,4147.18,,,,,
4297.95,4142.05,,,,,
4299.49,4134.36,,,,,
4289.74,4124.1,,,,,
4275.38,4125.64,,,,,
4281.03,4134.36,,,,,
4298.46,4138.46,,,,,
4305.13,4138.46,,,,,
4300,4137.95,,,,,
4295.38,4130.26,,,,,
4292.82,4121.54,,,,,
4287.69,4120.51,,,,,
4281.54,4115.38,,,,,
4281.03,4107.18,,,,,
4285.13,4108.21,,,,,
4284.62,4114.36,,,,,
4280.51,4111.79,,,,,
4278.97,4108.21,,,,,
4279.49,4109.74,,,,,
4278.97,4106.67,,,,,
4274.36,4106.67,,,,,
4267.18,4111.79,,,,,
4261.54,4107.18,,,,,
4264.1,4094.36,,,,,
4262.05,4089.23,,,,,
4251.79,4086.67,,,,,
4250.26,4080,,,,,
4261.03,4078.46,,,,,
4263.08,4083.08,,,,,
4250.26,4080.51,,,,,
4244.62,4066.67,,,,,
4249.74,4064.62,,,,,
4250.77,4073.85,,,,,
4247.18,4072.82,,,,,
4252.82,4066.67,,,,,
4261.03,4069.74,,,,,
4258.46,4069.23,,,,,
4258.46,4065.13,,,,,
4262.05,4072.31,,,,,
4256.41,4075.38,,,,,
4253.85,4064.62,,,,,
4255.38,4061.03,,,,,
4248.21,4065.13,,,,,
4243.08,4062.56,,,,,
4246.15,4058.46,,,,,
4247.18,4058.97,,,,,
4249.23,4059.49,,,,,
4251.79,4058.97,,,,,
4249.23,4058.46,,,,,
4248.21,4062.56,,,,,
4250.26,4065.64,,,,,
4253.33,4062.56,,,,,
4253.33,4067.18,,,,,
4250.77,4075.9,,,,,
4248.72,4072.82,,,,,
4249.23,4071.79,,,,,
4251.28,4083.59,,,,,
4249.74,4084.62,,,,,
4243.59,4074.36,,,,,
4241.03,4071.79,,,,,
4245.64,4075.9,,,,,
4245.64,4080.51,,,,,
4237.44,4080.51,,,,,
4236.41,4073.33,,,,,
4244.62,4075.9,,,,,
4249.74,4088.21,,,,,
4246.15,4087.18,,,,,
4239.49,4075.9,,,,,
4239.49,4073.33,,,,,
4243.08,4076.92,,,,,
4243.59,4077.95,,,,,
4236.92,4074.87,,,,,
4232.31,4075.38,,,,,
4238.46,4087.69,,,,,
4248.72,4092.31,,,,,
4250.26,4077.95,,,,,
4238.46,4070.26,,,,,
4230.77,4075.9,,,,,
4235.38,4078.97,,,,,
4245.64,4085.64,,,,,
4250.26,4091.28,,,,,
4248.21,4088.72,,,,,
4247.69,4087.69,,,,,
4247.69,4091.28,,,,,
4247.18,4093.85,,,,,
4249.23,4094.36,,,,,
4246.67,4086.15,,,,,
4237.44,4079.49,,,,,
4237.95,4086.15,,,,,
4247.69,4089.74,,,,,
4248.21,4085.13,,,,,
4246.15,4085.64,,,,,
4249.74,4087.69,,,,,
4249.23,4086.15,,,,,
4244.62,4085.64,,,,,
4245.64,4085.13,,,,,
4248.21,4086.67,,,,,
4247.69,4088.72,,,,,
4248.72,4093.85,,,,,
4255.9,4101.54,,,,,
4257.44,4102.05,,,,,
4249.23,4092.31,,,,,
4245.64,4089.74,,,,,
4249.23,4091.79,,,,,
4253.33,4093.85,,,,,
4258.97,4103.59,,,,,
4262.56,4108.21,,,,,
4268.72,4104.62,,,,,
4280,4112.82,,,,,
4283.08,4121.03,,,,,
4278.97,4113.33,,,,,
4278.97,4110.26,,,,,
4279.49,4115.9,,,,,
4278.46,4114.87,,,,,
4280.51,4115.38,,,,,
4290.26,4130.77,,,,,
4297.95,4135.38,,,,,
4290.26,4125.13,,,,,
4281.03,4120.51,,,,,
4276.92,4114.87,,,,,
4265.64,4104.1,,,,,
4266.15,4108.72,,,,,
4278.97,4120.51,,,,,
4273.33,4115.38,,,,,
4268.21,4104.62,,,,,
4276.92,4106.67,,,,,
4274.36,4112.82,,,,,
4261.03,4105.64,,,,,
4251.79,4090.26,,,,,
4249.23,4087.69,,,,,
4257.44,4094.87,,,,,
4264.62,4099.49,,,,,
4264.1,4104.1,,,,,
4266.15,4108.21,,,,,
4266.67,4102.56,,,,,
4263.08,4093.85,,,,,
4264.1,4092.82,,,,,
4265.13,4095.38,,,,,
4265.13,4092.31,,,,,
4265.64,4092.31,,,,,
4265.13,4098.46,,,,,
4264.1,4100.51,,,,,
4264.62,4097.95,,,,,
4263.59,4094.36,,,,,
4261.03,4089.74,,,,,
4260.51,4090.26,,,,,
4264.62,4099.49,,,,,
4270.26,4102.05,,,,,
4268.21,4094.36,,,,,
4261.03,4088.21,,,,,
4260,4088.72,,,,,
4265.13,4094.87,,,,,
4268.21,4098.46,,,,,
4264.62,4093.33,,,,,
4264.62,4093.33,,,,,
4272.31,4105.13,,,,,
4282.56,4110.26,,,,,
4281.54,4106.15,,,,,
4271.28,4105.64,,,,,
4265.64,4104.62,,,,,
4264.62,4101.03,,,,,
4263.08,4103.59,,,,,
4262.56,4110.77,,,,,
4264.1,4110.77,,,,,
4265.13,4102.05,,,,,
4264.1,4098.97,,,,,
4265.13,4106.67,,,,,
4266.15,4110.26,,,,,
4263.59,4102.05,,,,,
4260.51,4096.92,,,,,
4266.15,4102.05,,,,,
4276.92,4108.21,,,,,
4281.54,4114.36,,,,,
4282.56,4117.95,,,,,
4279.49,4118.46,,,,,
4274.36,4118.46,,,,,
4274.36,4114.36,,,,,
4278.97,4111.28,,,,,
4280,4117.44,,,,,
4275.9,4116.92,,,,,
4273.85,4108.21,,,,,
4278.46,4115.38,,,,,
4284.62,4126.67,,,,,
4282.56,4121.03,,,,,
4277.95,4112.31,,,,,
4275.9,4114.87,,,,,
4270.26,4120,,,,,
4264.62,4112.82,,,,,
4263.59,4102.56,,,,,
4263.59,4103.59,,,,,
4263.59,4108.21,,,,,
4264.1,4105.64,,,,,
4264.62,4103.59,,,,,
4264.62,4105.64,,,,,
4267.18,4106.67,,,,,
4267.18,4106.15,,,,,
4264.1,4104.62,,,,,
4265.64,4108.21,,,,,
4268.72,4115.9,,,,,
4266.15,4112.82,,,,,
4262.56,4104.62,,,,,
4263.08,4107.69,,,,,
4264.62,4112.82,,,,,
4264.62,4108.21,,,,,
4263.59,4104.62,,,,,
4262.56,4107.18,,,,,
4264.1,4107.69,,,,,
4266.15,4107.69,,,,,
4268.72,4107.69,,,,,
4270.26,4109.74,,,,,
4266.67,4113.85,,,,,
